uf,mes,de_type,freight_id,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso
RS,2025-01-01,Coleta/Entrega,103104,560,280.0,2,nao,1.0,1.0,RS,0
MG,2025-01-01,Coleta/Entrega,121669,2440,305.0,8,nao,3.0,9.0,MG,0
SP,2025-01-01,Coleta/Entrega,126105,640,160.0,4,nao,7.0,1.0,SP,0
MS,2025-01-01,Ajudante,128728,300,150.0,2,sim,5.0,2.0,MS,1
DF,2025-01-01,Diária,130131,4575,305.0,15,sim,1.0,1.0,"(AL, DF, PA, RN, SE)",1
SP,2025-01-01,Diária,130611,4062,312.46153846153845,13,sim,10.0,2.0,SP,1
SP,2025-01-01,Coleta/Entrega,131116,2135,305.0,7,sim,1.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,131603,1830,305.0,6,sim,2.0,1.0,SP,1
RS,2025-01-01,Ajudante,131656,2100,131.25,16,sim,8.0,6.0,RS,1
SP_RM,2025-01-01,Diária,131803,13392,372.0,36,sim,9.0,2.0,SP_RM,1
SP,2025-01-01,Diária,131816,915,305.0,3,sim,1.0,1.0,SP,1
RS,2025-01-01,Diária,131846,3965,305.0,13,sim,10.0,2.0,RS,1
SP_RM,2025-01-01,Coleta/Entrega,131915,2310,231.0,10,nao,7.0,1.0,SP_RM,0
RJ,2025-01-01,Coleta/Entrega,131993,460,230.0,2,sim,5.0,1.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,131997,230,230.0,1,nao,12.0,2.0,RJ,0
MG,2025-01-01,Diária,132050,1837,306.1666666666667,6,sim,1.0,1.0,MG,1
SP,2025-01-01,Diária,132108,2695,385.0,7,sim,2.0,1.0,SP,1
GO,2025-01-01,Ajudante,132161,100,100.0,1,nao,7.0,2.0,GO,0
SP_RM,2025-01-01,Coleta/Entrega,132381,1155,231.0,5,sim,3.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,132403,460,230.0,2,sim,3.0,1.0,SP_RM,1
SP,2025-01-01,Diária,132465,355,355.0,1,nao,8.0,1.0,SP,0
SP,2025-01-01,Diária,132506,11285,305.0,37,sim,4.0,9.0,SP,1
SP,2025-01-01,Diária,132510,5490,305.0,18,sim,1.0,1.0,SP,1
GO,2025-01-01,Ajudante,132534,465,155.0,3,sim,2.0,1.0,GO,1
SP_RM,2025-01-01,Coleta/Entrega,132541,1220,305.0,4,nao,6.0,1.0,SP_RM,0
SP_RM,2025-01-01,Ajudante,132550,125,125.0,1,nao,4.0,1.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,132553,260,260.0,1,nao,5.0,2.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,132557,260,260.0,1,sim,10.0,17.0,SP_RM,1
MG,2025-01-01,Ajudante,132568,150,150.0,1,sim,7.0,1.0,MG,1
PE,2025-01-01,Ajudante,132606,125,125.0,1,nao,4.0,1.0,PE,0
SP,2025-01-01,Ajudante,132622,516,172.0,3,sim,5.0,1.0,SP,1
RS,2025-01-01,Coleta/Entrega,132651,5290,230.0,23,sim,9.0,2.0,RS,1
SP,2025-01-01,Ajudante,132652,4200,150.0,28,sim,1.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,132653,1150,230.0,5,sim,5.0,2.0,SP,1
SC,2025-01-01,Coleta/Entrega,132731,230,230.0,1,sim,6.0,2.0,SC,1
MG,2025-01-01,Diária,132735,2250,375.0,6,sim,8.0,1.0,MG,1
SC,2025-01-01,Ajudante,132736,750,93.75,8,sim,3.0,2.0,SC,1
RS,2025-01-01,Diária,132757,915,305.0,3,sim,15.0,15.0,RS,1
SP,2025-01-01,Ajudante,132766,280,140.0,2,sim,6.0,29.0,SP,1
SP,2025-01-01,Diária,132768,15250,305.0,50,sim,12.0,2.0,SP,1
SP,2025-01-01,Diária,132808,1860,372.0,5,sim,3.0,3.0,SP,1
SP,2025-01-01,Diária,132809,6696,372.0,18,sim,10.0,1.0,SP,1
SP_RM,2025-01-01,Diária,132812,305,305.0,1,nao,1.0,1.0,SP_RM,0
SP,2025-01-01,Ajudante,132813,3150,150.0,21,sim,4.0,1.0,SP,1
PR,2025-01-01,Diária,132829,640,320.0,2,sim,1.0,1.0,PR,1
SP_RM,2025-01-01,Ajudante,132864,130,130.0,1,sim,4.0,1.0,SP_RM,1
MG,2025-01-01,Ajudante,132881,150,150.0,1,nao,2.0,2.0,MG,0
SP,2025-01-01,Ajudante,132891,250,125.0,2,sim,6.0,1.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,132898,230,230.0,1,sim,7.0,1.0,SP_RM,1
BA,2025-01-01,Coleta/Entrega,132924,500,250.0,2,sim,5.0,4.0,BA,1
SP_RM,2025-01-01,Coleta/Entrega,132944,220,220.0,1,sim,1.0,1.0,SP_RM,1
MG,2025-01-01,Diária,132945,305,305.0,1,nao,1.0,1.0,MG,0
PR,2025-01-01,Coleta/Entrega,132971,660,220.0,3,sim,5.0,1.0,PR,1
SP,2025-01-01,Diária,133000,9672,372.0,26,sim,1.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,133003,882,294.0,3,sim,4.0,1.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,133029,750,250.0,3,sim,6.0,1.0,SP_RM,1
MG,2025-01-01,Coleta/Entrega,133046,1620,270.0,6,sim,7.0,2.0,MG,1
MG,2025-01-01,Coleta/Entrega,133047,264,264.0,1,nao,5.0,6.0,MG,0
SP,2025-01-01,Coleta/Entrega,133049,8540,305.0,28,sim,2.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,133069,593,296.5,2,sim,1.0,1.0,SP,1
MT,2025-01-01,Ajudante,133184,100,100.0,1,nao,12.0,4.0,MT,0
SP,2025-01-01,Coleta/Entrega,133243,160,160.0,1,nao,5.0,1.0,SP,0
SP,2025-01-01,Ajudante,133309,3300,132.0,25,sim,1.0,1.0,SP,1
RS,2025-01-01,Ajudante,133329,150,150.0,1,nao,1.0,1.0,RS,0
DF,2025-01-01,Ajudante,133411,150,150.0,1,nao,7.0,5.0,"(AL, DF, PA, RN, SE)",0
RJ,2025-01-01,Coleta/Entrega,133450,320,320.0,1,sim,11.0,2.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,133451,320,320.0,1,sim,11.0,2.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,133452,320,320.0,1,sim,11.0,2.0,RJ,1
SP_RM,2025-01-01,Coleta/Entrega,133487,260,260.0,1,sim,6.0,3.0,SP_RM,1
RJ,2025-01-01,Coleta/Entrega,133517,260,260.0,1,nao,7.0,1.0,RJ,0
RS,2025-01-01,Ajudante,133530,1820,364.0,5,sim,3.0,1.0,RS,1
RS,2025-01-01,Diária,133533,8235,305.0,27,sim,3.0,18.0,RS,1
SC,2025-01-01,Diária,133553,915,305.0,3,nao,1.0,1.0,SC,0
RS,2025-01-01,Ajudante,133657,300,150.0,2,nao,11.0,4.0,RS,0
MG,2025-01-01,Coleta/Entrega,133694,270,270.0,1,sim,6.0,3.0,MG,1
SP_RM,2025-01-01,Diária,133721,10370,305.0,34,sim,1.0,1.0,SP_RM,1
SP,2025-01-01,Diária,133767,14508,372.0,39,sim,1.0,1.0,SP,1
SP,2025-01-01,Diária,133769,356,356.0,1,sim,3.0,2.0,SP,1
RS,2025-01-01,Ajudante,133786,150,150.0,1,sim,5.0,1.0,RS,1
MT,2025-01-01,Coleta/Entrega,133834,1380,230.0,6,nao,1.0,1.0,MT,0
SC,2025-01-01,Ajudante,133847,135,135.0,1,nao,5.0,2.0,SC,0
SP,2025-01-01,Ajudante,133885,100,100.0,1,sim,7.0,17.0,SP,1
PR,2025-01-01,Ajudante,133940,900,180.0,5,sim,4.0,1.0,PR,1
SP_RM,2025-01-01,Ajudante,133941,690,172.5,4,sim,10.0,3.0,SP_RM,1
SP,2025-01-01,Ajudante,133957,100,100.0,1,nao,2.0,2.0,SP,0
RN,2025-01-01,Ajudante,133992,125,125.0,1,sim,1.0,1.0,"(AL, DF, PA, RN, SE)",1
AL,2025-01-01,Ajudante,134014,1440,160.0,9,sim,5.0,4.0,"(AL, DF, PA, RN, SE)",1
SC,2025-01-01,Ajudante,134054,150,150.0,1,sim,2.0,1.0,SC,1
SP,2025-01-01,Ajudante,134059,280,140.0,2,sim,1.0,1.0,SP,1
SP,2025-01-01,Ajudante,134078,300,150.0,2,nao,9.0,4.0,SP,0
SP,2025-01-01,Diária,134083,305,305.0,1,sim,1.0,1.0,SP,1
BA,2025-01-01,Coleta/Entrega,134104,5980,206.20689655172413,29,sim,2.0,1.0,BA,1
SP_RM,2025-01-01,Coleta/Entrega,134106,260,260.0,1,nao,7.0,1.0,SP_RM,0
RS,2025-01-01,Coleta/Entrega,134121,1320,220.0,6,sim,1.0,1.0,RS,1
SP,2025-01-01,Coleta/Entrega,134131,240,240.0,1,nao,4.0,1.0,SP,0
CE,2025-01-01,Ajudante,134152,600,150.0,4,sim,9.0,2.0,CE,1
CE,2025-01-01,Ajudante,134153,600,150.0,4,nao,9.0,3.0,CE,0
SP,2025-01-01,Ajudante,134168,600,150.0,4,sim,4.0,1.0,SP,1
CE,2025-01-01,Ajudante,134172,100,100.0,1,sim,2.0,10.0,CE,1
GO,2025-01-01,Coleta/Entrega,134210,235,235.0,1,nao,2.0,1.0,GO,0
SP_RM,2025-01-01,Ajudante,134220,1600,200.0,8,sim,6.0,10.0,SP_RM,1
RJ,2025-01-01,Diária,134224,10890,330.0,33,sim,7.0,8.0,RJ,1
PR,2025-01-01,Ajudante,134229,130,130.0,1,sim,7.0,4.0,PR,1
PB,2025-01-01,Coleta/Entrega,134243,220,220.0,1,sim,3.0,3.0,PB,1
RJ,2025-01-01,Diária,134247,2745,305.0,9,sim,8.0,8.0,RJ,1
SP_RM,2025-01-01,Ajudante,134249,100,100.0,1,nao,6.0,2.0,SP_RM,0
PR,2025-01-01,Ajudante,134268,180,180.0,1,sim,4.0,1.0,PR,1
SP_RM,2025-01-01,Diária,134287,2440,305.0,8,nao,6.0,13.0,SP_RM,0
SP,2025-01-01,Diária,134289,4836,372.0,13,sim,6.0,3.0,SP,1
BA,2025-01-01,Diária,134294,9150,305.0,30,sim,1.0,1.0,BA,1
MG,2025-01-01,Ajudante,134299,260,130.0,2,nao,6.0,1.0,MG,0
RS,2025-01-01,Diária,134323,610,305.0,2,nao,6.0,28.0,RS,0
SP,2025-01-01,Diária,134327,4278,356.5,12,sim,7.0,2.0,SP,1
SP,2025-01-01,Diária,134331,4278,356.5,12,sim,1.0,1.0,SP,1
BA,2025-01-01,Diária,134346,830,415.0,2,sim,1.0,1.0,BA,1
AL,2025-01-01,Ajudante,134349,1050,131.25,8,sim,3.0,8.0,"(AL, DF, PA, RN, SE)",1
SP,2025-01-01,Diária,134351,4575,305.0,15,sim,1.0,1.0,SP,1
BA,2025-01-01,Diária,134353,2440,305.0,8,sim,7.0,6.0,BA,1
SP,2025-01-01,Coleta/Entrega,134362,160,160.0,1,nao,9.0,1.0,SP,0
RS,2025-01-01,Coleta/Entrega,134381,1350,225.0,6,nao,5.0,1.0,RS,0
SP,2025-01-01,Coleta/Entrega,134385,520,260.0,2,sim,10.0,2.0,SP,1
MG,2025-01-01,Ajudante,134387,480,120.0,4,nao,3.0,3.0,MG,0
MG,2025-01-01,Ajudante,134389,480,120.0,4,nao,3.0,2.0,MG,0
RJ,2025-01-01,Coleta/Entrega,134410,610,305.0,2,sim,5.0,1.0,RJ,1
RS,2025-01-01,Ajudante,134429,300,100.0,3,nao,6.0,12.0,RS,0
RS,2025-01-01,Ajudante,134430,150,150.0,1,nao,2.0,2.0,RS,0
ES,2025-01-01,Diária,134433,6710,305.0,22,sim,7.0,2.0,ES,1
MG,2025-01-01,Ajudante,134435,130,130.0,1,nao,11.0,2.0,MG,0
SP,2025-01-01,Diária,134438,17385,305.0,57,sim,8.0,7.0,SP,1
SP,2025-01-01,Diária,134446,7825,313.0,25,sim,1.0,1.0,SP,1
SP,2025-01-01,Diária,134447,7930,305.0,26,sim,5.0,1.0,SP,1
SC,2025-01-01,Diária,134448,7472,298.88,25,sim,1.0,1.0,SC,1
SE,2025-01-01,Diária,134452,690,230.0,3,sim,9.0,21.0,"(AL, DF, PA, RN, SE)",1
SP,2025-01-01,Coleta/Entrega,134455,700,350.0,2,sim,9.0,1.0,SP,1
SP,2025-01-01,Diária,134463,372,372.0,1,sim,9.0,4.0,SP,1
SP,2025-01-01,Diária,134465,372,372.0,1,sim,7.0,1.0,SP,1
SC,2025-01-01,Diária,134472,6405,305.0,21,sim,2.0,3.0,SC,1
MG,2025-01-01,Coleta/Entrega,134473,1120,160.0,7,sim,6.0,1.0,MG,1
SC,2025-01-01,Diária,134474,457,457.0,1,nao,3.0,4.0,SC,0
MG,2025-01-01,Diária,134481,1560,260.0,6,sim,12.0,4.0,MG,1
SP_RM,2025-01-01,Diária,134484,4092,372.0,11,sim,6.0,10.0,SP_RM,1
SP_RM,2025-01-01,Diária,134486,4092,372.0,11,sim,3.0,5.0,SP_RM,1
PR,2025-01-01,Diária,134492,2331,333.0,7,sim,2.0,1.0,PR,1
SP,2025-01-01,Diária,134493,3000,375.0,8,sim,3.0,1.0,SP,1
SC,2025-01-01,Diária,134496,1890,270.0,7,nao,1.0,1.0,SC,0
SP,2025-01-01,Coleta/Entrega,134503,231,231.0,1,sim,3.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,134508,1300,260.0,5,sim,4.0,1.0,SP,1
RS,2025-01-01,Diária,134531,1220,305.0,4,sim,12.0,6.0,RS,1
SP_RM,2025-01-01,Coleta/Entrega,134532,1125,375.0,3,nao,6.0,1.0,SP_RM,0
SP_RM,2025-01-01,Diária,134534,9672,372.0,26,sim,4.0,1.0,SP_RM,1
SC,2025-01-01,Diária,134540,750,375.0,2,sim,11.0,4.0,SC,1
RS,2025-01-01,Ajudante,134563,150,150.0,1,nao,9.0,2.0,RS,0
SP,2025-01-01,Diária,134569,4500,375.0,12,sim,7.0,1.0,SP,1
RS,2025-01-01,Diária,134574,4575,305.0,15,sim,11.0,4.0,RS,1
MT,2025-01-01,Ajudante,134591,1200,200.0,6,sim,16.0,14.0,MT,1
SP,2025-01-01,Diária,134617,990,330.0,3,sim,10.0,6.0,SP,1
MG,2025-01-01,Diária,134648,1525,305.0,5,nao,11.0,7.0,MG,0
MG,2025-01-01,Diária,134649,2440,305.0,8,sim,8.0,20.0,MG,1
MG,2025-01-01,Coleta/Entrega,134689,650,325.0,2,sim,8.0,5.0,MG,1
SP_RM,2025-01-01,Ajudante,134692,130,130.0,1,sim,9.0,2.0,SP_RM,1
MG,2025-01-01,Diária,134694,19825,325.0,61,sim,10.0,18.0,MG,1
PE,2025-01-01,Ajudante,134707,125,125.0,1,sim,3.0,1.0,PE,1
MG,2025-01-01,Diária,134708,260,260.0,1,sim,7.0,1.0,MG,1
MS,2025-01-01,Coleta/Entrega,134715,230,230.0,1,sim,7.0,1.0,MS,1
SP,2025-01-01,Diária,134728,3050,305.0,10,nao,17.0,15.0,SP,0
PR,2025-01-01,Coleta/Entrega,134738,2440,305.0,8,sim,1.0,1.0,PR,1
SP_RM,2025-01-01,Ajudante,134742,120,120.0,1,sim,1.0,1.0,SP_RM,1
SP,2025-01-01,Diária,134759,2604,372.0,7,sim,2.0,1.0,SP,1
BA,2025-01-01,Coleta/Entrega,134762,780,260.0,3,nao,8.0,8.0,BA,0
SC,2025-01-01,Ajudante,134780,360,180.0,2,nao,6.0,16.0,SC,0
MT,2025-01-01,Coleta/Entrega,134782,230,230.0,1,sim,13.0,2.0,MT,1
MT,2025-01-01,Ajudante,134794,2310,210.0,11,sim,4.0,2.0,MT,1
SP,2025-01-01,Coleta/Entrega,134805,533,177.66666666666666,3,sim,3.0,1.0,SP,1
SP,2025-01-01,Ajudante,134815,160,160.0,1,nao,4.0,10.0,SP,0
SP,2025-01-01,Coleta/Entrega,134818,266,266.0,1,sim,7.0,1.0,SP,1
RS,2025-01-01,Ajudante,134821,150,150.0,1,sim,14.0,28.0,RS,1
RJ,2025-01-01,Coleta/Entrega,134837,2990,199.33333333333334,15,sim,5.0,1.0,RJ,1
SP,2025-01-01,Diária,134850,312,312.0,1,nao,3.0,4.0,SP,0
RJ,2025-01-01,Coleta/Entrega,134857,2990,186.875,16,nao,10.0,2.0,RJ,0
SP,2025-01-01,Diária,134860,1860,372.0,5,nao,1.0,1.0,SP,0
PR,2025-01-01,Ajudante,134891,625,125.0,5,sim,1.0,1.0,PR,1
SP,2025-01-01,Coleta/Entrega,134924,380,380.0,1,nao,10.0,3.0,SP,0
SP,2025-01-01,Coleta/Entrega,134928,2600,260.0,10,sim,1.0,1.0,SP,1
SP_RM,2025-01-01,Diária,134935,3050,305.0,10,sim,2.0,1.0,SP_RM,1
MT,2025-01-01,Ajudante,134942,150,150.0,1,nao,9.0,2.0,MT,0
MT,2025-01-01,Ajudante,134943,100,100.0,1,nao,5.0,4.0,MT,0
RS,2025-01-01,Ajudante,134951,180,180.0,1,sim,6.0,4.0,RS,1
PR,2025-01-01,Coleta/Entrega,134961,1890,236.25,8,sim,4.0,1.0,PR,1
PE,2025-01-01,Ajudante,134999,125,125.0,1,sim,3.0,1.0,PE,1
SP_RM,2025-01-01,Ajudante,135013,120,120.0,1,nao,7.0,2.0,SP_RM,0
RJ,2025-01-01,Coleta/Entrega,135031,4880,305.0,16,sim,6.0,5.0,RJ,1
SP,2025-01-01,Ajudante,135114,160,160.0,1,nao,8.0,16.0,SP,0
RS,2025-01-01,Ajudante,135145,160,160.0,1,sim,9.0,12.0,RS,1
SE,2025-01-01,Diária,135183,230,230.0,1,nao,7.0,3.0,"(AL, DF, PA, RN, SE)",0
MT,2025-01-01,Ajudante,135188,1200,200.0,6,sim,2.0,1.0,MT,1
SP,2025-01-01,Ajudante,135191,600,150.0,4,sim,7.0,2.0,SP,1
RJ,2025-01-01,Diária,135214,1220,305.0,4,sim,13.0,2.0,RJ,1
SP,2025-01-01,Ajudante,135225,160,160.0,1,nao,5.0,4.0,SP,0
SC,2025-01-01,Coleta/Entrega,135242,1380,230.0,6,sim,8.0,5.0,SC,1
SP,2025-01-01,Coleta/Entrega,135248,160,160.0,1,nao,4.0,1.0,SP,0
SP_RM,2025-01-01,Ajudante,135265,400,100.0,4,nao,2.0,3.0,SP_RM,0
PE,2025-01-01,Ajudante,135273,125,125.0,1,sim,9.0,2.0,PE,1
SP_RM,2025-01-01,Ajudante,135280,125,125.0,1,nao,11.0,20.0,SP_RM,0
SP_RM,2025-01-01,Ajudante,135289,150,150.0,1,sim,5.0,9.0,SP_RM,1
SP_RM,2025-01-01,Diária,135298,325,325.0,1,nao,6.0,1.0,SP_RM,0
SP,2025-01-01,Coleta/Entrega,135310,2745,305.0,9,sim,8.0,4.0,SP,1
RS,2025-01-01,Ajudante,135312,640,160.0,4,sim,5.0,1.0,RS,1
SP,2025-01-01,Coleta/Entrega,135315,660,220.0,3,sim,5.0,1.0,SP,1
RS,2025-01-01,Ajudante,135318,480,160.0,3,sim,2.0,2.0,RS,1
SP,2025-01-01,Diária,135319,1975,395.0,5,nao,4.0,2.0,SP,0
GO,2025-01-01,Coleta/Entrega,135320,230,230.0,1,sim,3.0,1.0,GO,1
SP,2025-01-01,Coleta/Entrega,135322,276,276.0,1,sim,11.0,3.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,135324,386,386.0,1,sim,13.0,2.0,SP_RM,1
SC,2025-01-01,Coleta/Entrega,135325,3984,249.0,16,sim,4.0,1.0,SC,1
SP_RM,2025-01-01,Coleta/Entrega,135330,330,330.0,1,sim,6.0,2.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135340,260,260.0,1,sim,1.0,1.0,SP_RM,1
SP,2025-01-01,Diária,135342,3050,305.0,10,sim,12.0,6.0,SP,1
SP_RM,2025-01-01,Diária,135346,11160,372.0,30,nao,6.0,2.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,135357,220,220.0,1,nao,4.0,1.0,SP_RM,0
SP,2025-01-01,Diária,135361,7800,325.0,24,sim,19.0,8.0,SP,1
GO,2025-01-01,Ajudante,135377,100,100.0,1,nao,1.0,1.0,GO,0
SP_RM,2025-01-01,Diária,135379,2745,305.0,9,sim,8.0,2.0,SP_RM,1
RJ,2025-01-01,Diária,135383,2135,305.0,7,sim,2.0,1.0,RJ,1
MT,2025-01-01,Diária,135388,1100,220.0,5,sim,2.0,1.0,MT,1
SP_RM,2025-01-01,Coleta/Entrega,135390,460,230.0,2,sim,11.0,4.0,SP_RM,1
RS,2025-01-01,Ajudante,135393,150,150.0,1,nao,4.0,3.0,RS,0
SP,2025-02-01,Diária,135399,230,230.0,1,nao,8.0,7.0,SP,0
SP,2025-01-01,Diária,135406,1488,372.0,4,nao,6.0,5.0,SP,0
SP,2025-01-01,Ajudante,135407,150,150.0,1,nao,4.0,1.0,SP,0
RJ,2025-01-01,Diária,135409,546,273.0,2,sim,6.0,3.0,RJ,1
ES,2025-01-01,Coleta/Entrega,135420,5035,265.0,19,sim,7.0,7.0,ES,1
PR,2025-01-01,Diária,135421,701,350.5,2,sim,1.0,1.0,PR,1
MG,2025-01-01,Diária,135422,3965,305.0,13,sim,18.0,11.0,MG,1
PE,2025-01-01,Ajudante,135424,125,125.0,1,sim,3.0,1.0,PE,1
SP,2025-01-01,Diária,135425,4270,305.0,14,sim,9.0,2.0,SP,1
PR,2025-01-01,Diária,135427,3380,260.0,13,sim,6.0,3.0,PR,1
SP,2025-01-01,Diária,135430,1975,395.0,5,sim,1.0,1.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,135431,2700,270.0,10,sim,13.0,3.0,SP_RM,1
SP,2025-01-01,Diária,135432,4500,375.0,12,nao,1.0,1.0,SP,0
SP,2025-01-01,Diária,135433,6100,305.0,20,nao,19.0,9.0,SP,0
SP_RM,2025-01-01,Diária,135434,1220,305.0,4,sim,16.0,31.0,SP_RM,1
SP,2025-01-01,Coleta/Entrega,135436,250,250.0,1,sim,14.0,9.0,SP,1
SP,2025-01-01,Diária,135437,1420,355.0,4,sim,9.0,4.0,SP,1
PE,2025-01-01,Diária,135439,6600,330.0,20,sim,3.0,2.0,PE,1
ES,2025-01-01,Diária,135440,795,265.0,3,nao,2.0,1.0,ES,0
SP_RM,2025-01-01,Coleta/Entrega,135443,160,160.0,1,sim,6.0,1.0,SP_RM,1
MG,2025-01-01,Diária,135444,4575,305.0,15,sim,5.0,2.0,MG,1
MG,2025-01-01,Diária,135445,3050,305.0,10,sim,5.0,1.0,MG,1
SP,2025-01-01,Ajudante,135448,160,160.0,1,nao,11.0,3.0,SP,0
SP,2025-01-01,Diária,135453,5580,372.0,15,sim,4.0,1.0,SP,1
PR,2025-01-01,Diária,135460,9455,305.0,31,nao,2.0,1.0,PR,0
RS,2025-01-01,Diária,135462,1242,310.5,4,sim,7.0,1.0,RS,1
SP,2025-01-01,Ajudante,135478,150,150.0,1,nao,1.0,1.0,SP,0
SP,2025-01-01,Ajudante,135479,150,150.0,1,nao,11.0,4.0,SP,0
PR,2025-01-01,Diária,135486,3355,305.0,11,sim,10.0,2.0,PR,1
SP,2025-01-01,Coleta/Entrega,135487,560,280.0,2,sim,16.0,24.0,SP,1
PR,2025-01-01,Diária,135488,1220,305.0,4,nao,5.0,8.0,PR,0
PR,2025-01-01,Diária,135491,2745,305.0,9,sim,11.0,2.0,PR,1
PR,2025-01-01,Diária,135494,610,305.0,2,sim,14.0,3.0,PR,1
SP_RM,2025-01-01,Ajudante,135500,150,150.0,1,sim,2.0,1.0,SP_RM,1
MA,2025-01-01,Ajudante,135502,125,125.0,1,sim,8.0,5.0,MA,1
SP_RM,2025-01-01,Diária,135508,4836,372.0,13,sim,6.0,1.0,SP_RM,1
SP_RM,2025-01-01,Diária,135510,1220,305.0,4,sim,23.0,31.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135515,600,300.0,2,sim,9.0,2.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135516,440,220.0,2,sim,8.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135518,1578,175.33333333333334,9,sim,6.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135521,1578,175.33333333333334,9,sim,9.0,2.0,SP_RM,1
SP_RM,2025-01-01,Diária,135523,230,230.0,1,sim,13.0,10.0,SP_RM,1
RJ,2025-01-01,Coleta/Entrega,135524,225,225.0,1,sim,12.0,2.0,RJ,1
SP_RM,2025-01-01,Coleta/Entrega,135526,1320,330.0,4,sim,5.0,1.0,SP_RM,1
SC,2025-01-01,Diária,135527,457,228.5,2,sim,7.0,2.0,SC,1
PE,2025-01-01,Coleta/Entrega,135531,252,252.0,1,sim,7.0,1.0,PE,1
SP,2025-01-01,Coleta/Entrega,135533,266,266.0,1,sim,10.0,2.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,135536,7333,271.5925925925926,27,sim,11.0,1.0,SP_RM,1
SP_RM,2025-01-01,Diária,135543,5952,372.0,16,sim,4.0,1.0,SP_RM,1
MT,2025-01-01,Diária,135549,762,254.0,3,sim,6.0,1.0,MT,1
PR,2025-01-01,Diária,135550,6069,303.45,20,sim,2.0,6.0,PR,1
MG,2025-01-01,Coleta/Entrega,135551,1830,305.0,6,sim,14.0,2.0,MG,1
SP_RM,2025-01-01,Coleta/Entrega,135554,266,266.0,1,sim,5.0,1.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,135557,480,160.0,3,sim,6.0,6.0,SP_RM,1
GO,2025-01-01,Coleta/Entrega,135560,241,241.0,1,nao,11.0,2.0,GO,0
SP,2025-01-01,Coleta/Entrega,135568,260,260.0,1,nao,4.0,1.0,SP,0
RS,2025-01-01,Ajudante,135579,150,150.0,1,nao,6.0,3.0,RS,0
SC,2025-01-01,Diária,135581,2160,270.0,8,sim,2.0,1.0,SC,1
SP,2025-01-01,Diária,135582,9150,305.0,30,nao,1.0,1.0,SP,0
SC,2025-01-01,Coleta/Entrega,135584,220,220.0,1,nao,14.0,5.0,SC,0
BA,2025-01-01,Diária,135592,6300,315.0,20,sim,3.0,1.0,BA,1
SP,2025-01-01,Diária,135596,372,372.0,1,nao,12.0,18.0,SP,0
DF,2025-01-01,Diária,135601,6405,305.0,21,sim,11.0,31.0,"(AL, DF, PA, RN, SE)",1
SP_RM,2025-01-01,Coleta/Entrega,135610,484,242.0,2,sim,5.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135614,520,260.0,2,sim,14.0,2.0,SP_RM,1
SP_RM,2025-01-01,Diária,135617,915,305.0,3,sim,2.0,1.0,SP_RM,1
SP,2025-01-01,Coleta/Entrega,135623,480,240.0,2,sim,1.0,1.0,SP,1
SP,2025-01-01,Diária,135624,1220,305.0,4,sim,8.0,7.0,SP,1
SP_RM,2025-01-01,Diária,135628,11160,372.0,30,sim,1.0,1.0,SP_RM,1
SP,2025-01-01,Ajudante,135641,750,150.0,5,sim,3.0,1.0,SP,1
SP_RM,2025-01-01,Diária,135649,1875,375.0,5,nao,4.0,2.0,SP_RM,0
MG,2025-01-01,Diária,135650,4270,305.0,14,nao,18.0,6.0,MG,0
SP_RM,2025-01-01,Diária,135651,1860,372.0,5,sim,10.0,8.0,SP_RM,1
SC,2025-01-01,Diária,135652,17690,305.0,58,sim,12.0,2.0,SC,1
SP,2025-01-01,Diária,135654,4422,315.85714285714283,14,sim,16.0,3.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,135661,2132,164.0,13,sim,14.0,3.0,SP_RM,1
SP,2025-01-01,Diária,135664,915,305.0,3,nao,1.0,1.0,SP,0
RJ,2025-01-01,Coleta/Entrega,135668,266,266.0,1,nao,12.0,2.0,RJ,0
